american,fast_food,mexican,chinese,italian,japanese,others,romantic,casual,classy,upscale,open_24,noise_level,business_id
0,0,0,0,0,0,1,0,1,0,0,0,2,hroo5nOO8b9QhHX0GLg7oA
1,0,0,0,0,0,0,0,0,0,0,0,2,wuQDMDlqM17jQNo0lYQZ7g
0,0,0,1,0,0,0,0,0,0,0,0,4,Fanu7vgveGy1LyLV8R9aMA
0,0,0,0,0,0,1,0,0,0,0,0,2,U7xPpLet56Zhi5GDZNlmoA
0,0,0,0,0,0,1,0,0,0,0,0,4,QkC0u0KSf6yIi_Xn2ks2ZA
0,0,0,0,0,0,1,0,0,1,0,0,2,rcaPajgKOJC2vo_l3xa42A
0,0,0,0,0,0,1,0,0,0,0,0,4,5pmZjodq-9PZ0gDn5epHVw
1,0,0,0,0,0,0,0,1,0,0,0,2,o5TNm5Iaah14KtOqjkGcxg
0,0,0,0,0,0,1,0,1,0,0,0,1,o5nPu-ITfZ2OYx-6cU3moQ
0,0,0,0,0,0,1,0,0,0,0,0,2,Wo_ZL7I3hS-eW6pJWg1V8A
0,0,1,0,0,0,0,0,1,0,0,0,2,6JTxM3pZAaiauddFu88VpA
1,0,0,0,0,0,0,0,0,0,0,0,4,pXYkQYvoy3z6avJSNeF9Uw
0,0,0,0,0,0,1,0,0,0,0,0,1,OaM2Bjeo2Ftt84ruTrzPNQ
0,0,1,0,0,0,0,0,0,0,0,0,2,PelhNV5WsvEJjhUShubLvQ
0,0,0,0,0,0,1,0,1,0,0,0,2,3h5jLa-kbHg0cL7v9En0Lg
1,0,0,0,0,0,0,0,1,0,0,0,2,dupc1Q5bl1gwTheS1ZqEig
0,0,0,0,0,0,1,0,0,0,0,0,4,cRTMAbJiyd6xJ9eKj357YQ
0,0,0,0,0,0,1,0,1,0,0,0,2,SGHTKGDcNXwdtw-ZMNbrcg
0,0,0,1,0,0,0,0,1,0,0,0,1,Fj0zObYm5McHcbtE6MSU0A
0,0,0,0,0,0,1,0,0,0,0,0,4,EUskCVPgHoIGl3Ao0VUNLA
0,0,0,0,0,0,1,0,1,0,0,0,2,CVt6kBVBABSq-NA_FZfrVw
0,0,0,0,0,1,0,0,0,0,0,0,4,x2Y_MD5pCTRyaf9dD_ZpGw
0,0,0,0,0,0,1,0,1,0,0,0,2,ueko6OhJaHNDy1Ynfrb3vw
0,0,0,0,0,0,1,0,0,0,0,0,4,cyV6Y8eOgpDTtdJQnB6FaA
1,0,0,0,0,0,0,0,0,0,0,0,2,hYX0z2C6Th5XmcrKOP31fQ
0,0,0,1,0,0,0,0,1,0,0,0,2,Ksz-HV_hafeeEQe9Zaos_Q
0,0,0,0,0,0,1,0,0,0,0,0,4,-WQhVJnBmyapFn0digQJwg
0,0,0,0,0,0,1,0,0,0,0,0,2,uGW5mFIm62PFF8bpk0wiMg
0,0,0,0,0,0,1,0,1,0,0,0,1,hvqcMFMiCiuW_O2aQM7x5w
0,0,0,0,0,0,1,0,0,0,0,0,2,6bDpJirSVqt-NXz04vJ8ug
1,0,0,0,0,0,0,0,1,0,0,0,2,eHXUyMf64ynMzHaf0LdGgg
0,1,1,0,0,0,0,0,1,0,0,0,2,20P1JukOLfR023mnrDeXlw
0,0,0,0,0,1,0,0,1,0,0,0,2,LEzaRCdhDfO2eM75HZNnUQ
0,0,0,0,1,0,0,0,0,0,0,0,2,nK7JeIqdBli3umEhBIh33g
0,0,0,0,0,0,1,0,0,0,0,0,4,Ic8re_L0sDJkj3kwDTkahg
0,0,0,1,0,0,0,0,1,0,0,0,2,966W5oXOBW0ZWhNYy0yjcA
0,0,0,0,1,0,0,0,1,0,0,0,2,qRymrsLmlA34bC8PvNoujg
0,0,0,0,0,0,1,0,0,0,0,0,2,3aKRYHFXMjKiaSAsVH4qiw
1,0,0,0,0,0,0,0,1,0,0,0,2,H5Y6o9H4rtxbHJFgLqI6Fw
1,0,0,0,0,0,0,0,1,0,0,0,2,rHmILK3NBQWiRQMr9Sk8ew
0,0,0,0,0,0,1,0,0,0,0,0,4,MDSQf7tnGLjeOcujX5DjHA
0,1,0,0,0,0,0,0,0,0,0,0,2,F3oDNZGUJBIHHy4wQ5jRGw
0,0,0,0,0,0,1,0,1,0,0,0,2,EyoTq9dd4oKXhXND_imOzA
0,0,0,0,0,0,1,0,0,0,0,0,1,KmvwcEle06KNfNhyV-QO1A
0,0,0,0,0,0,1,0,0,0,0,0,1,SwlY-14bP08sG248yfoBgQ
0,0,0,0,0,0,1,0,1,0,0,0,2,qDxzLG96jUuH0F8NmX1rJg
0,0,1,0,0,0,0,0,0,0,0,0,4,sjO0HUb3VdYGQdHxrTnKUw
0,0,0,0,0,0,1,0,1,0,0,0,2,vWFhRvHVIJAzIeOX4g_YcA
1,0,0,0,0,0,0,0,0,0,0,0,4,GxQGCl4hX6nbRdSYH9egEw
0,0,1,0,0,0,0,0,0,0,0,0,4,q8zJESZE4ywTGS2pEQIrGQ
1,0,0,0,0,0,0,0,1,0,0,0,2,CqVdLcbyZzfAjeCD1qEBZQ
1,0,0,0,0,0,0,0,0,0,0,0,2,rTN9PfZFa3vmfyPZd-u9sw
0,0,0,0,0,0,1,0,1,0,0,0,2,Se-co1eXBho5A4YwMfKMIQ
0,0,0,1,0,0,0,0,0,0,0,0,4,YDrHSEW-O-XLz4DckcyMzw
1,1,0,0,0,0,0,0,0,0,0,0,2,oTUpxF_E9D1n_LhN5N0NXg
0,0,0,1,0,0,0,0,1,0,0,0,2,u3nwislXMKKwkpHAXAArbQ
0,0,0,0,0,0,1,0,0,0,0,0,1,xwoM2Zc38DFKv3-8dCU8Pw
1,0,0,0,0,0,0,0,0,0,0,0,2,wkKlpSx3OcoGJiv7p8VZzw
0,0,0,0,1,0,0,0,0,0,0,0,4,NRn6yqCq3yAh7NtKBt79xQ
0,0,0,0,0,0,1,0,0,1,1,0,2,YRyYbOSwvHkZsZOLv98oQg
0,0,1,0,0,0,0,0,0,0,0,0,2,d9N9po3OjG4AjyxOylFnmQ
0,1,0,0,0,0,0,0,1,0,0,0,2,rt-aQTkNfILbxBuATdJ1dA
